更新日,名称,業界(小分類),求人有無,事業内容,所在地,従業員数,資本金,設立,平均年齢,企業URL,代表者,上場市場名
2024-06-01,ＡＬＬＳＡＩＮＴＳ　ＪＡＰＡＮ株式会社,ファッション・アパレル・アクセサリーメーカー,7,■ブランドについてオールセインツ(AllSaints)は、イギリスのプレミアムファッションブランド。ヨーロッパのコンテンポラリーファッション市場で、リーダー的ポジションと事業成長を支える堅実なインフラ基盤を抱え、100%直営展開で、商品、内装、音楽、ウェブサイトのコーディングまで、購入者との接点となる場所はすべてを自社でイメージや制作などをコントロールしている点が特徴。,東京都渋谷区神宮前5-17-24-302,50,10百万円,2015,,https://www.allsaints.jp/,,
2024-08-01,Ｂｉｏｗｏｒｋｓ株式会社,ナノテク・バイオメーカー,4,■事業内容： 改質ポリ乳酸コンパウンド（PlaX）および製品の開発・製造・販売,京都府相楽郡精華町光台1-7けいはんなプラザラボ棟 7F,23,218百万円,2015,,https://www.bioworks.co.jp/,,
2024-07-01,インテグリカルチャー株式会社,ナノテク・バイオメーカー,1,"■事業内容： ・汎用大規模細胞培養システム ""CulNet Systemm""を用いた有用成分、化粧品、食品、細胞培養肉の研究開発私たちは、独自の『細胞培養技術』を持つ、バイオベンチャーです。その技術とは、動物の体内の細胞に模した環境により、動物細胞で構成される食品、皮革をはじめ、さまざまな分野で活用されるプロダクトを開発できるプラットフォーム。このプラットフォームや関連する技術を使い、培養フォアグラや化粧品原料等を上市する段階です。",東京都文京区本郷4-1-3-7F,36,100百万円,2015,38.0,https://integriculture.com/,,
2024-07-01,株式会社アライ,その他メーカー,2,■事業内容：（1）PSP（ウッド）製折箱製造・販売…寿司折・弁当折・和菓子容器・珍味容器等（2）高級紙製重箱製造販売…おせち重箱等,愛媛県大洲市平野町野田1596,40,50百万円,1987,40.0,http://www.yume-arai.co.jp/,,
2024-08-01,株式会社３Ｃ工芸,家具・インテリア・生活雑貨メーカー,1,別注家具製造,大阪府松原市岡7丁目64-2 3Cビル1F,,,,,https://3ck.jp/,代表取締役 新里 優,
2024-06-01,株式会社ウエスト・アップ,その他メーカー,1,■事業内容：自社工場字を持たないファブレスメーカーです。イベントや工事などで使われる仮設資材、保安用品、工作機械、産業機械販売、及びその部品の販売及び、企画開発を行っています。,大阪府大阪市淀川区西中島4-5-1NLC新大阪パワービル,7,5百万円,2010,33.0,http://west-up.co.jp/,,
2024-08-01,株式会社ｄａｚｚｙ,ファッション・アパレル・アクセサリーメーカー,1,◆Eコマース事業◆実店舗事業◆商品開発事業◆ECサイトサポート事業◆プロモーション事業◆アパレル専門店の運営,東京都中央区銀座6-10-1GINZA SIX 10F,90,1000万円,2007,,https://www.dazzy.co.jp,代表取締役 下井 大学,
2024-08-01,タック販売株式会社,家具・インテリア・生活雑貨メーカー,3,■事業内容： 住宅建材・資材・介護用品・家具の総合販売,愛知県名古屋市中区正木4-2-31,62,30百万円,2015,,https://www.tac-group.co.jp/,,
2024-07-01,ＲＩＭＯＷＡＪＡＰＡＮ株式会社,ファッション・アパレル・アクセサリーメーカー,2,■事業内容：自社ブランドの旅行用・ビジネス用鞄及び付属品の輸出入、流通、販売、マーケティング,東京都千代田区隼町3-16,162,15百万円,2015,,なし,,
2024-07-01,株式会社Ｌｉｆｅ－ｄｏ．Ｐｌｕｓ,トイレタリーメーカー,4,■事業内容： ◎日用雑貨品の企画・開発・製造・販売◎ウエットティッシュ等の紙加工品、衛生用品の企画・開発・製造・販売◎化粧品・医薬部外品の企画・開発・製造・販売◎電子機械機器部品の企画・開発・製造・販売,大阪府大阪市北区豊崎2-7-5,230,50百万円,2016,,https://lifedo-plus.co.jp/ja,,
2024-05-01,ロッテケミカルジャパン株式会社,総合化学メーカー,1,■事業内容：ロッテケミカルは、先端技術を定着させながら新しい技術を開発し続けることで、韓国内の石油化学産業の成長を牽引してきた代表的な総合石油化学会社です。 ロッテケミカルの売上高90％以上を占めるエチレン等で作る汎用石油化学製品に加え、ロッテアドバンストマテリアルズが得意とするスチレン系樹脂／アクリル系人工大理石が主な商材です。大手電機メーカー、自動車メーカー、OA機器メーカー等に販売を拡大しております。,東京都港区三田1-4-28三田国際ビル16F,16,40百万円,2016,,http://www.lotteadms.com/,,
2024-08-01,鬼怒川ゴム工業株式会社,石油化学メーカー,18,■事業内容： 同社は創立80年の歴史を持つ自動車用ゴム・合成樹脂部品の製造・販売会社です。長年培ってきたモノ造りのノウハウと高分子技術を駆使して、高品質で優れた性能を有する製品を生産しており、“KINUGAWA”ブランドは、国内外の自動車メーカーから高い評価を得ています。,千葉県千葉市稲毛区長沼町330,1350,"5,000百万円",1939,,http://www.kinugawa-rubber.co.jp/,,
2024-06-01,株式会社フルーツワールド,食品・飲料メーカー（原料含む）,1,■事業内容： ・籠盛りの製造、販売・農産物と加工食品の販売,静岡県浜松市浜名区尾野1476,12,3百万円,1992,,https://fruitworld.co.jp/,,
2024-07-01,株式会社ウエノフードテクノ,食品・飲料メーカー（原料含む）,5,■事業内容：食品添加物、洗浄除菌剤・脱酸素剤等の食品衛生化資材、糖アルコール、微生物検査システム等の研究開発・製造販売,東京都千代田区平河町2-5-6,168,80百万円,2016,42.9,https://www.ueno-food.co.jp/,,
2024-08-01,Ｃａｅｔｕｓ　Ｔｅｃｈｎｏｌｏｇｙ株式会社,その他メーカー,3,■事業内容：・課題解決型の化粧品・サニタリー用品の企画・開発■概要・特徴：・課題解決型アプローチで製品やサービスを提供するスタートアップ企業。主にスキンケア商品を中心として、社会課題を解決する商品づくりを行っております。,愛知県名古屋市港区名港1-13-21,15,10百万円,2016,37.0,http://www.caetus.co.jp/,,
2024-08-01,株式会社ネオ・ストラクト,その他メーカー,6,■事業内容： LED照明器具（テープライト）の製造販売を行っています。,東京都港区赤坂9-6-12イワキビル2F,41,80百万円,2016,40.0,https://neostruct.co.jp/company/,,
2024-07-01,横尾工業株式会社,その他メーカー,3,■事業内容： ・木材、ダンボール、スチール商品に関わる設計～生産梱包全般・精密機械組立,滋賀県長浜市湖北町石川222-3,50,10百万円,1956,,http://www.yokootimber.co.jp/,,
2024-07-01,株式会社オークス,家具・インテリア・生活雑貨メーカー,1,■事業内容： ・システムキッチンの部分品の製造及び販売・家具の製造及び販売・塗装工事業・インテリアデザインの企画及び設計,新潟県新潟市東区津島屋6-106,30,"30,000百万円",2001,,なし,,
2024-07-01,株式会社テクノフロント,金属・製綱・鉱業・非鉄金属メーカー,1,■事業概要：主要特殊鋼メーカーの金型用鋼材の販売、およびそれらを用いたTECプレートの製造販売■企業概要：テクノフロントは、主要特殊鋼メーカーの金型用鋼材の販売、およびそれらを用いたTECプレートの製造販売を主業務としています。また、6面フライス、6面研磨、ナノ超鏡面ミガキ(TECミラー）などの加工および精密部品の受注製作も行っています。一貫した品質マネジメントシステムを活用し、徹底した品質管理と工程管理により品質の安定、短納期、低コストを実現しています,大阪府東大阪市高井田中3-5-7,30,22百万円,1998,43.0,http://www.technofront.jp/,,
2024-07-01,株式会社香取ベンダーテクニカル,金属・製綱・鉱業・非鉄金属メーカー,4,■事業内容について： 一般形鋼曲加工/折曲加工/ロール加工/製缶加工,千葉県千葉市中央区弁天1-15-1,100,10百万円,1999,,https://katoribt.takumino.co.jp/,,
