更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,従業員数,資本金,平均年齢,企業URL,代表者
2024-07-01,東洋鋼鈑株式会社,金属・製綱・鉱業・非鉄金属メーカー,1,■事業内容：ぶりき、薄板及び各種表面処理鋼板並びに各種機能材料等の製造・販売■経営理念1．東洋鋼鈑は永続的に有益な価値を提供し、地球環境や社会の進歩に貢献します。2．東洋鋼鈑はすべての社員が豊かな社会生活を営む環境を作ります。3．東洋鋼鈑は常に新しい技術の可能性を追求し、成長する企業であり続けます。,東京都品川区東五反田2-18-1,1934,,1492,"5,040百万円",39.8,http://www.toyokohan.co.jp/index.html,
2024-08-01,フタムラ化学株式会社,石油化学メーカー,3,～化学と環境の架け橋に。“モノづくり”から“価値づくり”をテーマに、社会貢献価値の高い製品を提供します。～■事業内容：製造販売ポリプロピレンフィルム、ポリエステルフィルム、セロハン、不織布、ファイブラスケーシング、活性炭、糖質製品、フェノール樹脂積層板,愛知県名古屋市中村区名駅2-29-16,1950,,1440,500百万円,40.0,https://www.futamura.co.jp/,
2024-07-01,産業振興株式会社,金属・製綱・鉱業・非鉄金属メーカー,7,■事業内容：（1）鉄スクラップ事業（2）鋼材事業（3）物流事業（4）肥料事業（5）製鉄所構内請負事業,東京都千代田区神田小川町3-9-2,1937,,1379,390百万円,42.0,http://www.sangyoshinko.co.jp/,
2024-08-01,東罐興業株式会社,製紙・パルプメーカー,6,■事業内容当社は1943年に東洋製罐株式会社を母体とする合成樹脂メーカーとして、東罐化学工業株式会社の社名で大阪で設立されました。その後、現社名の東罐興業株式会社となり、紙コップ事業をはじめ、印刷紙器製品事業など展開。現在に至るまで、紙容器、樹脂容器やボトルまで世界トップクラスの技術であらゆるタイプの製品を生み出しています。例えば、熱いドリンクを持っても熱くないように、側面に凹凸のスリーブを巻きつけた「エンボス紙コップ」や、中身の食品を半年～1年常温で長期保存することが出来る「ラミコン容器」など、東罐興業では独自の製品開発を行っています。,東京都品川区東五反田2-18-1大崎フォレストビルディング17F,1943,,1044,"1,530百万円",39.8,http://www.tokan.co.jp/,
2024-08-01,日鉄ケミカル＆マテリアル株式会社,機能性化学（有機・高分子）メーカー,4,■事業内容： コールケミカル事業＜炭素材料・カーボンブラック・工業用ガス等）、化学品事業＜ベンゼン・トルエン・キシレン他芳香族化学品、スチレンモノマー、特殊溶剤等＞、機能材料事業＜機能樹脂事業、基板材料事業、ディスプレイ材料事業、金属箔事業、メタル担体事業、HIP加工事業、セラミックス球状球状微粒子事業、ボンディングワイヤ事業、炭素繊維複合材事業、ピッチ系炭素繊維事業＞,東京都中央区日本橋1-13-1日鉄日本橋ビル,1956,,3454,"5,000百万円",,https://www.nscm.nipponsteel.com/,
2024-08-01,テーブルマーク株式会社,食品・飲料メーカー（原料含む）,4,■事業内容： 冷凍麺やお好み焼などの家庭用冷凍食品、パックごはん、即席めんなどの家庭用常温食品から、外食、惣菜、給食等の業務用冷凍食品まで、幅広い展開を行っています。,東京都中央区築地6-4-10,2008,,3568,"22,500百万円",44.8,https://www.tablemark.co.jp/,
2024-08-01,コスモ石油株式会社,石油化学メーカー,63,【石油開発から販売までを手がける総合エネルギー企業】■事業内容：総合石油事業を行っています。原油や石油製品の輸出入/精製/貯蔵/販売、石油製品の開発や製造技術の高度化等を展開。電力小売り事業、風力発電事業なども展開しており、社会に欠かせないエネルギーを幅広く扱っています。また将来的を見据えた再生可能エネルギーや関連サービスへの投資も積極的に行っています。,東京都港区芝浦1-1-1浜松町ビル,1986,,1355,100百万円,,http://www.cosmo-oil.co.jp/,
2024-07-01,株式会社アライドマテリアル,金属・製綱・鉱業・非鉄金属メーカー,7,■事業内容： 同社は2000年に「東京タングステン株式会社」と「大阪ダイヤモンド工業株式会社」が合併し「株式会社アライドマテリアル」となりました。高融点金属材の精製・素材製造技術と、ダイヤモンド精密工具の製造及び精密加工技術を持つ両社が、長年培ってきた独自技術を融合し、新たな1歩を踏み出しました。また2004年には住友電気工業株式会社の完全子会社となり、住友電工および関連会社との連携をより強固なものとし、変化の激しい市場のニーズに対して対応できる体制を整えています。,東京都中央区銀座8-21-1住友不動産 汐留浜離宮ビル19F,1939,,1274,"2,670百万円",44.0,http://www.allied-material.co.jp/,
2024-08-01,日清食品グループ（日清食品株式会社）,食品・飲料メーカー（原料含む）,99+,■事業内容：即席麺及び菓子、乳製品等、総合食品メーカーとして加工食品の製造および販売■日清食品ホールディングス株式会社の特徴：日清食品グループは各事業会社の独立性を高め、迅速な自主的判断を尊重し、各社事業の拡大と成長性を高めるべく、2008年10月をもって持株会社制に移行しました。こちらに伴い、（旧）日清食品株式会社は日清食品ホールディングス株式会社に社名変更、（現）日清食品株式会社は新設分割によって誕生しました。,大阪府大阪市淀川区西中島4-1-1,1948,プライム市場,16509,"25,122百万円",,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社ヤヨイサンフーズ,食品・飲料メーカー（原料含む）,4,■概要：調理冷凍食品の製造ならびに販売。,東京都港区芝大門1-10-11芝大門センタービル6F,1962,,1738,727百万円,41.0,http://www.yayoifoods.co.jp/,
2024-08-01,不二製油株式会社,食品・飲料メーカー（原料含む）,14,■事業内容：植物性油脂、業務用チョコレート、乳化・発酵素材、大豆加工素材に関する食品の開発、製造、販売を行うBtoB企業です。,大阪府泉佐野市住吉町1,2015,,1189,500百万円,43.5,https://www.fujioil.co.jp/,
2024-08-01,株式会社シマブンコーポレーション,金属・製綱・鉱業・非鉄金属メーカー,8,■事業内容：（1）鉄リサイクル事業（2）鋼材事業（3）生産事業,兵庫県神戸市灘区岩屋中町4-2-7,1949,,1251,65百万円,40.8,http://www.shimabun.co.jp/,
2024-08-01,サントリーホールディングス株式会社,食品・飲料メーカー（原料含む）,3,■事業内容■酒類、食品、健康食品等の研究開発および製造販売2009年2月よりホールディングカンパニーとして再編を実施しました。サントリーのグループ力の強化を目指し、また事業間のシナジー強化を目的に実施しました。,大阪府大阪市北区堂島浜2-1-40,2009,,40885,"70,000百万円",,http://www.suntory.co.jp/,
2024-08-01,株式会社スタイリングライフ・ホールディングス※東証プライム市場上場グループ会社,化粧品メーカー,18,■2006年ソニーより独立し、スタイリングライフグループとして創立。グループの各事業会社はそれぞれ40年以上の歴史をもっており、長きに渡り、お客様に愛されてまいりました。雑貨小売販売事業の「プラザスタイル カンパニー」、化粧品や医薬部外品等の開発/製造/販売等を行っている「ＢＣＬカンパニー」「ＣＰコスメティクス」でビジネスを展開している事業体です。,東京都新宿区北新宿2-21-1新宿フロントタワー,2006,,1437,100百万円,,http://www.stylinglife.co.jp/,
