更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,上場市場名
2024-08-01,ＮＸ・ＮＰロジスティクス株式会社,道路貨物運送業（宅配便・トラック運送など）,16,■企業概要：NIPPON EXPRESSホールディングス出資によるロジスティクス会社。北海道から九州まで全国約50拠点を持つ、総合物流サービスを行っている企業です。■事業内容： パナソニックグループのロジスティクス事業領域全体を上流～下流にわたって幅広く担当している同社。パナソニックのロジスティクス事業で蓄積された、ノウハウと人材、全国有数の物流拠点と輸送ネットワーク、最先端のITインフラを活用し、パナソニックグループにとどまらず、一般企業の顧客の経営改革とCS向上をロジスティクスの側面から支援しています。,大阪府摂津市東別府3-2-6,1977,,825,"1,800百万円",43.0,https://www.nplc.co.jp/index.html,
2024-06-01,長崎自動車株式会社,道路旅客運送業,1,■事業内容：一般旅客自動車運送事業の他、不動産業・自動車リース仲介業・広告事業・自動車整備業・自然エネルギーによる発電事業を行っています。■主要サービスの強み：長年の公共交通事業で培ってきた信頼とブランド力をベースに、多角的な事業展開（公共交通事業、生活インフラ事業、観光サービス事業、ICT事業、新規事業）の加速と相互の連携を図り、インバウンドや交通・観光サービス業の拡大による長崎の発展に向け、より付加価値の高いサービスの創出・展開を進めています。,長崎県長崎市新地町3-17,1936,,843,780百万円,46.1,https://www.nagasaki-bus.co.jp/bus/company/index.html,
2024-08-01,株式会社富士ロジテックホールディングス,倉庫業・梱包業,4,■事業内容：当社は倉庫業、貨物自動車運送事業、貨物利用運送事業、通関業、不動産賃貸業、医薬品、動物用医薬品の卸売販売業、物流システムの開発および販売等を行なっている総合物流企業です。常に新しい概念を折り込み、従来のサービスを組み合わせ、顧客の多様なニーズに応える「ワンストップ型の物流」を構築し、提供しています。,静岡県静岡市清水区清開2-2-12,1918,,811,300百万円,43.0,http://www.fujilogi.co.jp/,
2024-06-01,日鉄物流株式会社　名古屋支店,道路貨物運送業（宅配便・トラック運送など）,1,日本製鉄株式会社名古屋製鉄所での構内物流、および同製鉄所から出荷される製品の陸上輸送,愛知県東海市東海町5-3（日本製鉄株式会社 名古屋製鉄所内 物流センター）,2006,代表取締役社長 安藤 豊,7900,40億円,,https://www.log.nipponsteel.com/,
2024-06-01,豊通物流株式会社,倉庫業・梱包業,1,■事業内容：倉庫業、貨物取扱業、通関業、港湾運送業、NVOCC（国際貨物複合一貫輸送業）等,愛知県名古屋市中村区名駅4-9-8,1963,,808,350百万円,36.9,http://www.tlsnet.co.jp/,
2024-08-01,ＳＢＳ東芝ロジスティクス株式会社,海運業,19,■概要：1974年に（株）東芝100％出資によって誕生。（株）東芝の物流部門を移管し、多業種へのロジスティクス・ソリューション（物流に関する企画・改善・オペレーション）の提案を基盤としたロジスティクス・エンジニアリング事業ををがける。2020年11月株式譲渡によりＳＢＳグループの一員となる。,東京都新宿区西新宿8-17-1住友不動産新宿グランドタワー（25F）,1974,,2815,"2,128百万円",45.2,https://www.sbs-toshibalogistics.co.jp/,
2024-08-01,いすゞロジスティクス株式会社,道路貨物運送業（宅配便・トラック運送など）,2,■倉庫業■貨物利用運送事業■部品納入代行■工場内物流作業■モータープール・車両センター等管理運営■包装・梱包資材の購入販売■及び運搬機器の開発設計と購入販売・賃貸借■物流元請業■その他《 関連会社 》■いすゞ自動車株式会社■ISUZUグループ各社,神奈川県横浜市西区高島1-2-5 横濱ゲートタワー6F,1996,代表取締役社長 井桁 一也,722,8億円,,https://www.ilc.isuzu.co.jp/,
2024-06-01,宮城交通株式会社,道路旅客運送業,1,■事業内容： 一般乗合旅客自動車運送事業、一般貸切旅客自動車運送事業、自動車道事業,宮城県仙台市泉区泉ヶ丘3-13-20,1970,,718,100百万円,,http://www.miyakou.co.jp,
2024-08-01,株式会社ホームロジスティクス,道路貨物運送業（宅配便・トラック運送など）,7,■物流関連事業（輸配送、保管、荷役、梱包等）,北海道札幌市北区新琴似七条一丁目2番39号,2010,代表取締役社長 丸橋 雄一,697,"4億9,000万円（2021年2月期）",,https://www.homelogi.co.jp/,
2024-06-01,関東鉄道株式会社,鉄道業,4,■事業内容：鉄道による一般運輸業、自動車による一般運輸業、土地建物の売買および賃貸業,茨城県土浦市真鍋1-10-8,1922,,954,100百万円,,http://kantetsu.co.jp/,
2024-08-01,関西エアポート株式会社,航空運輸業,14,■事業内容：関西国際空港および大阪国際空港の運営業務、管理受託業務等■同社の特徴：同社は、関西国際空港（KIX）および大阪国際空港（ITAMI）の運営を新関西国際空港株式会社から引継ぎ、2016年4月1日より両空港の運営会社として事業を開始しました。同社は、オリックス株式会社とVINCI Airportsを中核とするコンソーシアムにより設立されました。両空港の安全とセキュリティを常に最優先しつつ、適切な投資と効率的な運営によって国内外からの空港利用者へのサービスを強化し、両空港の可能性を最大限に引き出し、地域コミュニティへ貢献することを目標としています。,大阪府泉佐野市泉州空港北1,2015,,648,"25,000百万円",,http://www.kansai-airports.co.jp/index.html,
2024-06-01,株式会社近鉄ロジスティクス・システムズ,道路貨物運送業（宅配便・トラック運送など）,1,■総合輸送サービス■ロジスティクスサービス■ITサービス■特殊輸出・搬出入サービスほか,東京都品川区八潮3-2-31 東京ターミナル,2002,代表取締役 社長執行役員 金田 安弘,663,"3億5,000万円",,https://www.kintetsu-ls.co.jp/,
2024-05-01,安全輸送株式会社,道路貨物運送業（宅配便・トラック運送など）,1,■事業概要：・一般貨物輸送・特別積み合わせ貨物運送・物流センター運営・多温度帯食品の輸配送・宅配・引越し・物流コンサルティング・介護用品物流他1972年に創立された運送会社です。神奈川エリアを中心に運送業・物流センターの運営に取り組んでおり、2017年には東証一部上場企業「センコーグループホールディングス」の一員となりました。輸送の他、ロジスティクス・引っ越しなど多様な事業を展開中です。,神奈川県横浜市戸塚区上矢部町2026-1プリンターハイツ2棟105号,1972,,1180,90百万円,,http://anzen-yuso.co.jp/,
2024-07-01,岐阜乗合自動車株式会社,道路旅客運送業,1,■一般乗合旅客自動車運送事業 ■一般貸切旅客自動車運送事業 ■不動産賃貸業■旅行業法に基づく海外・国内旅行の取扱業務,＜本社＞岐阜県岐阜市九重町4-20,1943,代表取締役社長 葛西 信三,590,1億円,,http://www.gifubus.co.jp/,
2024-08-01,株式会社トーウン,倉庫業・梱包業,1,■事業内容： ◇経済活動の動脈として毎日の暮らしを支える物流業界において、私たちトーウンは全国区で輸送・倉庫事業を展開し、グループ力を活かしたトータルサービスでトップクラスのシェアを誇る会社です。◇特に飲料分野においては、グループ力を活かして原材料を運ぶ調達物流から消費者に運ぶ販売物流まで、お客様の物流業務をトータルで受託し、確かな現場力と高い品質、高度な情報システムでトップクラスのシェアを誇っています。今日、全国のコンビニエンスストアやスーパーマーケットの店頭に飲料が並ぶのも、当社の事業があってこそといっても過言ではありません。,埼玉県さいたま市大宮区土手町1-49-8GM大宮ビル 8F,1959,,696,574百万円,,https://www.tohun.co.jp/,
2024-07-01,相鉄バス株式会社,道路貨物運送業（宅配便・トラック運送など）,4,■事業内容：路線バス事業を中心に事業展開する相鉄ホールディングスのグループ会社です。■詳細：同社は相鉄線沿線を代表する運輸旅客サービス業として、「やさしさ」を感じられるバス会社をめざしています。バス事業は地域住民の日常生活の移動手段として欠かせない存在であると共に、地域社会の活性化において非常に重要な役割を担っています。全てのお客様に身近で快適な乗り物としてご利用いただけるよう、あらゆる状況でもお客様の足を安全に確保するのは勿論、今後も路線やサービスをさらに工夫し、通勤通学路線から多目的路線へ成長し、地域社会に貢献していきます。,神奈川県横浜市西区北幸2-9-14,2001,,595,100百万円,45.0,https://www.sotetsu-bus-recruit.jp/,
2024-05-01,住商グローバル・ロジスティクス株式会社,海運業,1,■概要 ：（1）住友商事グループ内外荷主企業へのインハウス物流事業（2）国際複合一貫輸送（フォワーダー）事業 （3）海外ロジスティクスセンターとの連携による調達物流（4）海外検品・流通加工から最終消費者までの製品一貫物流（5）国内外大型プラント輸送及び温湿度振動管理を必要とする特殊輸送（6）国内ロジスティクスセンター運営（7）食品・アパレルを中心としたサードパーティロジスティクス（8）液体製品輸送用コンテナ「マキシコン」レンタル事業（9）プラスチックパレット洗浄事業 ほか,東京都千代田区一ツ橋1-2-2住友商事竹橋ビル14F,1983,,512,"1,356百万円",39.6,http://www.sglogi.co.jp/,
