更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者
2024-06-01,アルファホーム刈谷株式会社,内装・インテリア・リフォーム,4,～東海スマート企業グループの住宅事業部の中核企業として、「キッチンと暮らす」をテーマに、注文住宅からリノベーション(リフォーム)まで手掛けています。～■ＣＯＮＣＥＰＴ：「キッチンと暮らす」をテーマに、愛知県刈谷市を中心に三河エリアで注文住宅からリノベーション(リフォーム)を手掛けており、住宅に関する業務を総合的に行う地域密着企業です。,愛知県刈谷市野田町馬池3-1,2005,36.0,15,45百万円,https://www.alphahomeplus.co.jp/,
2024-08-01,株式会社三幸,ゼネコン,2,■事業内容： ・管工事事業部安城市の公共施設の空調、衛生設備の工事に携わっています。地域の生活を支える重要な役割を担って日々技術の更新に努めています。,愛知県安城市高木町下屋敷2,1986,,31,32百万円,https://sanko-company.com/,
2024-08-01,株式会社トヨコー,設備管理・メンテナンス,5,■事業内容：・老朽化したインフラのサビや塗膜等をレーザーで除去する「CoolLaserR」の製造･販売・3層の樹脂をスプレーコーティングして強靭な屋根に蘇らせる「SOSEI」の施工,静岡県富士市青島町39,1996,,45,"1,589百万円",http://toyokoh.com/,
2024-06-01,株式会社竹上建設,サブコン,1,【事業内容】 ・一般土木建設業：土木工事、建築工事、棟梁工事、鋼構造物工事・飲食業：店舗経営,石川県能美市湯谷町甲24,2001,,130,10百万円,https://www.dtakegami.co.jp,
2024-06-01,株式会社シーエス,サブコン,1,生活空間、ビジネス環境における「ムリ、ムラ、ムダを省きたい・・・」そんなお悩みをお持ちではありませんか？株式会社シーエスはそんなお悩みを解消するユーザーフレンドリーな開発・施工企業として、オリジナルシステムをお届けするベンチャー企業です。,愛知県豊田市上郷町2-16-8,1986,40.0,27,10百万円,https://www.cs-inc.co.jp/,
2024-07-01,株式会社藤原建設,サブコン,1,当社は、解体・外構（エクステリア）工事、その他、産業廃棄物収集運搬業等を行う会社です。■事業概要：・建物解体工事業 ・エクステリア工事業・土木工事業・産業廃棄物収集運搬業 ※解体・外構工事の売上：9割以上※施工事例：具体的な工事実績は以下のURLをご参照ください。https://fujiwarakensetu.co.jp/pages/18/■グループ会社：㈱ ティオ：不動産の売却、買取を行っております。,愛知県知立市山町御林1-218,2006,,22,3百万円,https://fujiwarakensetu.co.jp/,
2024-08-01,アルコ株式会社,ゼネコン,4,■事業内容：「落石・土砂崩壊対策事業」…全国規模で落石対策工、斜面崩壊対策工の販売・施工を行っております。落石対策は、発生源対策（落下予防工）と待受け対策（落石防護工）の組み合わせが単独よりも効果的で、経済的となる場合が多く、計画から施工まで一貫した検討を行い、現場条件にあった最適の工法をご提案しております。「土木・環境事業」では、補強土壁、道路施設、および公園遊具などを販売し、地元三重県の公共事業を中心に実績を重ねてきました。現在は橋梁補修など老朽化したインフラの整備にも注力しております。,三重県津市藤方2254-1,2004,47.0,35,50百万円,https://www.alcoinc.co.jp/company/companyprofile/,
2024-06-01,株式会社マツイコーポレーション,住宅設備・建材,2,■事業内容： ・土木一般工事、列車近接工事・遮音壁設計・施工・コンクリート・構造物補修工事・建築工事,大阪府和泉市井ノ口町2-20,1994,,20,60百万円,https://www.matsui-corpo.com/,
2024-08-01,有限会社大橋設備,サブコン,4,■事業内容：消防設備工事、消防設備保守点検、電気設備工事、管工事■事業詳細：【消防施工工事】…屋内消火栓設置工事・屋外消火栓設置工事・スプリンクラー設置工事・火災報知設備工事消防設備工事は、消火設備や警報設備、避難設備を設置する工事で、建物の大きさや用途によって必要な設備が消防法で義務付けられています。これをおろそかにすると罰則もありますし、大惨事を引き起こす危険性もります。【電気工事】…コンセント工事・照明設備工事・ネオン設備工事・引込線工事・交通信号設備工事・避雷針工事・電気防食工事,和歌山県和歌山市出島273-4,2006,,13,45百万円,https://ohashisetsubi.com/,
2024-07-01,株式会社モリシタ・アット・ホーム,住宅（ハウスメーカー）,1,■事業内容： 新築住宅の企画・施工・販売事業,兵庫県姫路市山吹2-12-30,2004,,16,10百万円,https://www.m-athome.co.jp/,
2024-07-01,株式会社龍野実業建築家,建築設計事務所,5,■事業内容：新築住宅もリフォームも手掛ける地域密着の工務店です。（1）新築住宅（設計施工）（2）リフォーム事業（3）不動産事業■ビジョン：「タツケンに行けば、住まいに関することはなんでも解決してくれる」そんな建築会社を作りたい。私たちはこの想いを持って2003年10月22日にたつの市で産声を上げました。始まりは家造りから。創業からコツコツと造り続け、現在は地域最大規模の年間60棟を超える施工実績を積み重ねてきました。,兵庫県たつの市新宮町井野原134-2,2003,33.0,37,10百万円,https://www.tatsuken-info.jp/,
2024-06-01,三重電設株式会社,サブコン,1,■事業内容： 建築に携わる電気設備工事業企画・提案から施工・メンテナンスまで一貫して行っております。分進秒歩で進化する日本の電気設備・電化製品を常に研究し、お客様に最適なご提案をしております。対応設備は大型施設の電気・機械・計装設備から、一般家庭用の電化製品・コンセント配線まで様々です。工場のホイストクレーンやパーキング設備のメンテナンスも行っています。メンテナンス履歴を保管しており、何年先でも的確なご提案・工事を提供できることが特徴です。,三重県四日市市生桑町347-4,1969,,24,20百万円,http://www.miedensetsu.co.jp/,
2024-07-01,株式会社オースギ,建設コンサルタント,8,■事業内容： ・測量、調査部門：基準点測量，路線測量，用地測量，地籍測量等，遺構測量・建設コンサルタント部門：河川、砂防及び海岸・海洋，道路，上水道及び工業用水道，下水道，農業土木・補償コンサルタント部門：土地調査部門,滋賀県彦根市高宮町1489-6,1973,,33,38百万円,https://www.o-sugi.co.jp/,
2024-06-01,株式会社イムラ,住宅（ハウスメーカー）,7,■事業内容：建設工事の請負及び設計、施工管理、住宅のリフォーム工事、古民家再生工事、住宅の売買及び住宅販売、建築用資材及び住宅機器の販売、不動産の売買、損害保険取扱店,奈良県奈良市三条大路3-2-7-1,1927,44.9,90,70百万円,https://www.imura-k.com/,
2024-06-01,株式会社テクシード,内装・インテリア・リフォーム,1,■事業内容：ビル・マンションの健全度調査・診断業務、コンクリート構造物調査・診断業務、改修工事一式、建築工事一式、リノベーション・リフォーム工事一式、土木工事一式、防水・塗装工事一式■事業の特徴：・大規模修繕…大規模修繕のスタートは、調査、診断です。豊富な経緯やノウハウ、最新の技術を活かした確かな調査、診断を実施し、顧客に最適なプランを提案しています。・耐震補強…耐震性能の向上はもちろん、工期やコスト、改修後の使い勝手など、トータルで納得してもらえる施工時実施します。,広島県広島市東区戸坂新町2-43-1,1996,42.0,31,50百万円,http://www.tech-seed.co.jp/,
