更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,上場市場名,平均年齢,従業員数,資本金,企業URL
2024-08-01,株式会社原田屋,ブライダル・ウェディング,4,"■事業内容： ウェディング，成人式，卒業式、各種パーティー用のフォーマル衣装のレンタル事業及び前撮り写真,スナップ写真,ビデオ,写真と衣装のセット商品などの婚礼写真業を行っています。あらゆるサービスを内製化することで「これは不可能」といった制約も少なく、付加価値の高いサービスを提供することが出来、また各セクションが連携を図りながら新郎新婦の想いに沿ったウェディングを実現することが出来ます。",山口県山口市小郡下郷867-30,,,,,75,50百万円,http://www.haradaya.jp/
2024-07-01,株式会社のいり,葬儀,2,■葬儀・式典の請負■お通夜・告別式・法要等の式場提供■各種式典の企画、運営、施行並びにその手続き全般の請負■霊柩車、寝台自動車、バス、タクシーの御用達■生花、樒、榊、弔事用贈答品、記念品、供養品の販売■各種衣裳の貸付業務■各個人、団体を会員組織を以って募集し葬儀の相互扶助をする業務（のいり互助会）■各宗寺院、仏壇仏具、墓石墓園の斡旋,愛知県一宮市浅野字大西裏38,1955,代表取締役社長 野杁 晃充,,,157,2000万円,https://noiri.co.jp
2024-07-01,茂木商事株式会社,ブライダル・ウェディング,1,事業：各種婚礼衣裳の貸与および販売／フォトスタジオ運営／エージェントカウンター運営／プロデュース事業,東京都新宿区新宿2-5-3AMビル,1950,,,,215,30百万円,http://www.innocently.jp/company/
2024-08-01,株式会社ベルモニー,ブライダル・ウェディング,8,【事業内容】・互助会事業…互助会システムの説明・会員募集・会員管理・冠婚事業…結婚式・披露宴・パーティー・貸衣裳・仕出し・飲食・葬祭事業…葬儀・法要・生花・事前相談・終活相談・墓石仏壇等販売 ・関連事業…ギフト・一般旅客運送,香川県高松市勅使町540,1972,,,,460,60百万円,https://www.bellmony.co.jp/index.html
2024-08-01,株式会社村田,葬儀,1,■事業内容・葬祭に関する一切の請負・葬祭具の製造販売・生花の販売、造花、一般及び装飾品の製造販売・霊柩輸送のためにする一般区域貨物自動車運送事業・一般乗用旅客自動車運送事業（限定）・不動産の賃貸業,愛媛県松山市湊町6-4-5,1953,,,,48,20百万円,"Failed to retrieve page, status code: 410"
2024-08-01,株式会社サン・ライフ,ブライダル・ウェディング,3,■事業内容：（1）ホテル・ブライダル（2）式典（3）介護（4）メンバーズシステム（5）その他事業として、ねこカフェやダスキンFC店を運営しております。,神奈川県平塚市馬入本町13-11,1970,,スタンダード市場,35.0,1700,100百万円,http://www.sunlife.jp/index.html
2024-06-01,株式会社光貴,ブライダル・ウェディング,3,■事業内容：・移動体通信事業…携帯電話等情報通信機器の通信サービスの新規契約等の取次、情報通信機器等商品の販売、割賦契約の斡旋、故障修理や料金プランの変更等受付、通信料金の収納受付・ブライダル事業…自社施設「ヴォヤージュ ドゥ ルミエール」運営、ホテル・レストラン等婚礼プロデュース、婚礼・成人式・パーティ等各種フォーマル衣装レンタル、フォトウエディング等写真総合サービス、挙式参加者を対象とした旅行事業,沖縄県宜野湾市伊佐2-19-12,1993,,,30.0,198,65百万円,http://www.koki-co.jp/
2024-08-01,大成祭典株式会社,葬儀,8,■事業内容：・葬儀式典の取扱い･葬儀斎場の斡旋・仏壇仏具の斡旋･返礼品の取扱い・霊園･墓石の斡旋・生花･花環の販売･リース・婚礼･お宮参り･七五三･成人式･卒業式･留袖･礼服etcの衣裳のレンタル・結婚式場のご紹介・冠婚葬祭互助会の加入者募集及び管理運営・その他上記に関連する業務,東京都品川区東中延1-11-11,1928,,,,135,40百万円,http://www.taisei-saiten.co.jp/
2024-08-01,株式会社セルビス,ブライダル・ウェディング,16,■事業内容： 冠婚葬祭互助会・ブライダル事業・葬祭業・一般貨物自動車運送事業・製菓業・・製パン業・レストラン事業・生花販売・介護保険法による居宅介護支援事業・訪問介護サービスの居宅サービス事業・・老人身体障害者介護用品の開発及び販売・仏壇仏具の販売・墓地墓石の斡旋・・損害保険代理店業・健康補助食品の販売・婚活支援事業・子育て支援事業・旅館業・冷凍食品工場,大阪府堺市堺区市之町東5-2-7,1978,,,43.0,930,95百万円,http://www.selvice.co.jp/
2024-08-01,株式会社くらしの友,葬儀,12,■事業内容： 互助会の会員募集業務および冠婚葬祭に伴う各種サービスを提供しています。,東京都大田区西蒲田8-2-12,1967,,,,757,60百万円,http://www.kurashinotomo.jp/
2024-07-01,株式会社全国儀式サービス,ブライダル・ウェディング,2,■事業内容：冠婚葬祭の儀式の施行に関する請負／冠婚葬祭に関する物品の販売及び斡旋／書籍の出版及び販売／前各号に付帯する一切の業務■儀式サービスが生まれた背景：戦後、顕著となった冠婚葬祭の風習の変貌と企業社会の成熟は、人々のつながりを「地域・地縁」から「職域・職縁」へと変化させました。そうしたなか、働くもの同士の職場における「助け合いの精神」に基づき、従業員・組合員の福利厚生を、生涯にわたりサポートしていこうとする企業や労組の意向と、日本古来の伝統文化である厳粛なご葬儀を、適正な価格で提供しようとする全国の葬儀社・互助会の動きとが合致し、平成4年6月、「儀式サービス制度」はスタートしました。,東京都大田区蒲田5-40-16蒲燃第3ビル7F,1997,,,,56,50百万円,https://www.gishiki.co.jp/
2024-08-01,株式会社ツカダ・グローバルホールディング,ブライダル・ウェディング,8,持株会社、グループ企業の経営管理・監督、ゲストハウス・ホテル・レストランの企画開発・所有 ブライダル事業／ホテル事業／レストラン事業／ドレス・ビューティー・フォト事業 ウェルネス・リラクゼーション事業(リフレクソロジー)／ウェルネス・リラクゼーション事業(スタジオ＆スパ)■企業理念：【MISSION】 心に灼きつく プロのおもてなしで、人々が集うシーンを プロデュースする【VISION】 感動で、人と人を結ぶ 幸せがあふれる 心豊かな社会へ 志ある人々が集い 時代と共に進化し続ける 最高のおもてなし企業へ,東京都港区海岸1-16-1ニューピア竹芝サウスタワー,1995,,スタンダード市場,,91,472百万円,http://www.tsukada-global.holdings/
2024-07-01,株式会社いせや,葬儀,2,■墓地・霊園・納骨堂の開発、造成、販売■石材の輸出入■石材の加工並びに販売■葬儀式典に関する請負並びに斡旋■仏壇の販売,東京都府中市天神町4-3-10,1975,代表取締役 田中 教夫,,,134,5000万円,https://www.iseya.co.jp
2024-06-01,株式会社東冠,葬儀,1,●冠婚葬祭互助会事業を柱とした総合結婚式場・葬斎センター・多目的ホールの運営●ホテルの運営・各種イベントの企画及び実施等冠婚葬祭互助会 経済産業大臣許可（許可番号互第3016号）,東京都足立区本木1-13-7,,代表取締役社長 増渕 隆治,,35.0,,,http://www.tokangroup.co.jp/
2024-08-01,株式会社まきの,葬儀,6,練馬区で創業から56年。まきのは100％のサポートを心がけて、地域密着の「町の葬儀家さん」として、地域のみなさまから必要とされ続けてきました。売り上げも22年度12億円・23年度13.4億円と右肩上がりで成長し続けています。成長の背景としては、地元の方々のニーズに応えながらも、新規の官公庁や病院・福祉施設などへの営業活動を続けており、お取引が増えております。WEBマーケティングなどにも力を入れております。,東京都練馬区上石神井4-9-24,1967,,,33.0,74,10百万円,http://makino-saiten.com/
2024-07-01,マスダプランニング株式会社,ブライダル・ウェディング,9,■事業内容： 結婚式場・ゲストハウス・ブライダルチャーチ等のブライダル事業及び、レストランの経営、ブライダルコンサルティング、ウエディングドレスのレンタル,北海道札幌市中央区宮の森三条10-3-25,1992,,,,88,48百万円,http://www.j-mpe.com/
