更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,上場市場名,代表者
2024-08-01,株式会社エム・エフ・ユー,計測機器・光学機器・精密機器・分析機器メーカー,4,■事業内容：（1）ユニット品（医療機器、機構品、電気・電子基板、等）、部品（樹脂成形部品、金属加工部品、スプリング関係等）の販売（2）各種OEM生産（3）圧力計・圧力計用内機・小型減速機などの各種商品開発・販売,大阪府東大阪市川中5-26,1988,40.0,25,10百万円,http://www.mfu.co.jp/ja/,,
2024-07-01,株式会社水谷製作所,機械部品・金型メーカー,1,【事業内容】主に真空成形用金型及び圧空成形用金型をはじめとする各種金型の企画・設計・製作,大阪府東大阪市御厨東1-5-43,1968,38.0,62,50百万円,https://mizutani-s.co.jp,,
2024-06-01,株式会社ＴＢＫ,自動車部品メーカー,8,■事業内容：同社は、「お客様に喜んでいただく商品をつくり、社会に貢献する」を経営理念として、トラック・バスの重要保安部品であるブレーキシステム 及び車両・産業建機用の エンジン冷却用水ポンプ・潤滑用油ポンプの専門メーカーとして、開発・生産・販売を通じて広く社会に役立つ企業を目指しています。同社の製品は、環境・安全・経済性の要求度が高く、高度の技術を必要としており、「安全で信頼性の高い製品をお客さまに提供する」を品質質針にかかげ、グローバルな事業活動を展開しています。,東京都町田市南成瀬4-21-1,1949,42.3,484,"4,617百万円",https://www.tbk-jp.com/,スタンダード市場,
2024-06-01,株式会社ユニテクノ,機械部品・金型メーカー,3,■企業概要：CAD／CAM／CAEによる製品設計と金型製作から自動化されたプレス加工、溶接組立まで一環体制を確立し「技術開発・品質保証・原価低減」に全力で取り組んでいます。さらなる技術革新の追求が、自動車のシャシー関係から内装部品にいたるまで、高性能な幅広い製品づくりを可能にし、ドライバーの安全かつ快適な走りを支えています。多様化するユーザーニーズ、求められる高品質化にお応えできる製品を、ユニテクノの技術が提供いたします。■事業内容： プレス、溶接、組立、金型・治工具の製作,三重県伊賀市伊勢路758-24,1997,,190,65百万円,https://www.uni-techno.co.jp/index.html,,
2024-08-01,冨士製袋機工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,10,◆事業内容:封筒用製袋機の製造・販売当社は昭和25年に発足、創立70年超の製袋機の専門メーカーです。設立以来、一貫して技術革新と新製品の開発に取組み、製袋機メーカーのリーダーとして確固たる地位を築いており、現在では国内シェア70%を占めるまでに成長を致しました。,東京都豊島区南池袋3-3-3,1950,53.0,53,10百万円,http://www.fujiseitaiki.co.jp/,,
2024-06-01,株式会社光輸送機製作所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： 各種コンベヤー・省力機械製造,大阪府東大阪市水走4-2-19,1969,,6,10百万円,https://www.big-advance.site/s/210/1271,,
2024-06-01,株式会社レイズ,自動車部品メーカー,1,■事業内容：同社はオリジナルブランドのホイール及び自動車メーカーOEMホイールの製造・販売を行っています。ホイールのデザインから開発、製造及び販売を一貫して国内で行っているトップレベルのホイールメーカーです。「ホイール」とは自動車用の部品で、走行にかかせない車輪の事。車にはカスタム、ドレスアップをする文化があり、自分の車をかっこよくしたい！と思った時にホイールを履き替えると、印象がガラッと変わります。,大阪府東大阪市長田西2-4-7,1977,40.0,150,10百万円,http://rayswheels.co.jp/,,
2024-05-01,株式会社佐藤計器製作所,計測機器・光学機器・精密機器・分析機器メーカー,1,■事業内容：（1）計器校正サービス…お客様の校正対象計測器が設置されている現地へ国家標準にトレーサブルな標準器を持参し校正作業を行います。大手飲料工場、食品工場での実績が多数あります。（2）制御盤設計・製造…同社工場で各種制御盤のシーケンス設計、制御盤の組立・配線を一貫して行えるため、その後の保守、改造等の対応にも柔軟に応じられます。,東京都豊島区長崎3-9-8,1958,,20,10百万円,http://www.satokeiki.com/index.html,,
2024-07-01,株式会社Ｋｅｉｄｅｎ,機械部品・金型メーカー,5,■事業内容： ・カード錠、非接触IC取替錠、カードリーダー、電子シリンダー、キーボックス、OEM製品の製造、販売■当社について：「ニーズを先取りするパイオニアとしての自覚から絶えず研究開発を続けること」当社が一貫して掲げている企業姿勢です。創業来、当社では磁気カードによるカード錠システムを開発、賃貸アパート/マンション、工場への採用に始まり、研究所、寮施設などの入退管理システム、警備用カードスイッチ等の派生製品群を生みだし、従来のカギ管理/エントランス管理システムを大きく変化させてまいりました。,東京都文京区本駒込2-29-24パシフィックスクエア千石7F,1972,,36,20百万円,https://www.keiden-jp.com,,
2024-08-01,株式会社マイクロ・テクニカ,計測機器・光学機器・精密機器・分析機器メーカー,5,【中途多数・残業全社平均10時間程度・在宅制度有／画像処理のコア技術／印刷・製薬・食品メーカーを中心に多数産業の検査装置に貢献（例：賞味期限等の印字検査他）】■企業概要：同社は他社製のカメラに画像処理技術を加え、印刷・製薬・食品メーカー等に納品しているメーカーです。ディープラーニング・AI・独自アルゴリズム等の先端技術を組み合わせ成長を続けています。昨今のオンライン化が追い風となり、子供の学習レベル別電子参考書や買い物時の電子クーポンの検査など顧客ニーズが増えています。,東京都豊島区東池袋3-12-2ONEST池袋イーストビル,1981,41.0,162,150百万円,http://www.microtechnica.co.jp/,,
2024-06-01,株式会社山口製作所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：1.各種めっき装置の製造・販売2.電着塗装装置の製造・販売3.電解研磨装置の製造・販売4.化学研磨装置の製造・販売5.めっき廃水処理装置の製造・販売6.上記装置に付随する自動輸送技術、自動移載技術、乾燥技術 自動制御技術など表面処理に関する諸技術の提供■営業品目：リール・ツゥ・リール方式、キャリア方式、タクト方式、エレベータ方式、コンベア方式、環境整備、その他,大阪府東大阪市水走1-11-12,1958,,26,20百万円,http://yamaguchi-ss.com/,,
2024-07-01,株式会社アート印刷工芸社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,2,■事業内容：商業印刷物および高級印刷物のプラニングから印刷・納品まで■サービス：（1）商業印刷物…ポスター、カタログ、パンフレット、会社案内、カレンダー、POP、パッケージなどの企画プラニング・印刷・加工・納品（2）高級美術・書籍…作家の心を伝え、見る人々に感動を伝え続ける美術・書籍の印刷（3）企画商品…皆様のニーズに対応した企画提案・制作,大阪府東大阪市七軒家5-2,1973,,20,20百万円,http://www.artkougei.co.jp/,,
2024-07-01,株式会社ニットク,機械部品・金型メーカー,4,■営業品目：炭酸水製造機／生ビールディスペンサー／全自動ビールディスペンサー／ソフトドリンクディスペンサー／酎ハイディスペンサー／炭酸ガス圧力調整器／ウォータークーラー／ドラフトタワー、コールドプレート各種／その他飲料水関係器具／上記商品の製造・販売・メンテナンス業務■当社について：1955年に設立し、炭酸飲料サーバーやビールサーバーなどの飲料用ディスペンサーの製造・販売・保守・管理・メンテナンスを手がけています。国内4大ビールメーカーを中心に、飲食店などへの設置台数が国内トップクラスのシェアを誇る老舗企業です。,東京都小平市天神町1-1-24,1957,44.0,210,11百万円,http://www.nittoku-inc.jp,,
2024-08-01,株式会社摂津金属工業所,機械部品・金型メーカー,2,■事業内容：店舗用陳列台・陳列金物の開発製造販売、住宅設備品の開発製造販売、パイプ材を主とした金属板金加工,大阪府東大阪市加納4-14-12,1967,37.2,66,30百万円,https://www.settsukinzoku.co.jp/,,
2024-07-01,ヨコタ工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容： ・空気動、電動工具の製造販売モノづくりに欠かせない工具を製造するメーカーとして、設計から販売までを自社で一貫して行っています。■特徴大正8年の創業以来、一貫して製造現場を支える携帯型動力工具(パワーツール)を製造してまいりました。製造現場におけるパワーツールの用途は多岐に亘り、世界40以上の国と地域にて造船、航空機、建設、鉄道車両や自動車、二輪車等あらゆる組立産業においてご愛用頂いております。2015年には技術開発や市場開拓、流通改善経営管理刷新の分野で高い評価を受け、優れた成果を挙げた企業に贈られる“グッドカンパニー大賞 優秀企業賞”を受賞しました。,大阪府東大阪市西岩田3-5-55,1974,41.7,140,80百万円,https://www.yokota-kogyo.co.jp/,,
2024-05-01,日新技研株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,4,■事業内容：送風機・集塵機、環境機器、空気輸送合理化装置の設計・製作を行っています。☆GE（ｾﾞﾈﾗﾙｴﾚｸﾄﾘｯｸ社）・ｼﾞｬﾊﾟﾝﾃｸﾉﾛｼﾞｰﾌｫｰﾗﾑに注目企業として招待されています。日本のモノづくりを代表している会社のひとつです。,大阪府東大阪市稲田新町3-8-43,1988,38.0,44,10百万円,https://www.osaka-nissin.co.jp/,,
2024-07-01,映光産業株式会社,機械部品・金型メーカー,1,■事業内容：各種エアフィルタの販売及びメンテナンス、クリーンルーム及び関連機器パーティクルカウンター・差圧計の販売,東京都豊島区東池袋1-33-8NBF池袋タワー9階,1964,,53,46百万円,http://www.eiko-group.co.jp/,,
2024-08-01,下西技研工業株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,求人なし,,大阪府東大阪市島之内2-4-16,1990,,,30 百万円,"Failed to retrieve page, status code: 410",,代表取締役 下西 哲史
2024-08-01,日本信号 株式会社,計測機器・光学機器・精密機器・分析機器メーカー,16,■概要：鉄道信号装置、交通信号装置、自動改札機やホームドア等を製造するプライム上場企業です。1928年(昭和3年)創立依頼、鉄道とともに進化し、時代に追従した事業を展開しております。街中の人々の生活に欠かせないものづくりに取組んでおり、アジアを中心に海外にも事業を拡大しております。,東京都千代田区丸の内1-5-1新丸の内ビルディング,1928,42.0,1230,"10,000百万円",https://www.signal.co.jp/,プライム市場,
2024-08-01,株式会社アウトプラッツ,自動車（四輪・二輪）メーカー,3,■事業内容 (1)輸入車BMWの販売及び修理 (2)中古車の販売及び修理 (3)自動車関連部品・用品の販売(4)各種損害保険の代理業,東京都豊島区要町1-23-1,1988,,135,,https://autoplatz.bmw.jp/,,
2024-08-01,株式会社 光通信,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,16,■事業内容：エネルギー事業／移動体通信事業／OA機器販売事業／固定回線取次事業／法人向け携帯電話販売事業／インターネット関連事業／保険代理店事業／ビジネスソリューション事業 他■事業内容：法人サービス、個人サービス、取次販売 他,東京都豊島区西池袋1-4-10光ウエストゲートビル,1988,35.1,5699,"54,259百万円",http://www.hikari.co.jp/,プライム市場,
2024-08-01,株式会社繁原製作所,自動車部品メーカー,1,■事業内容・歯車部品を中心とした試作部品製作・レースパーツの設計製作・減速機・トランスミッションの設計製作・電気自動車用減速機の開発・排熱発電エンジン開発,大阪府大阪市鶴見区放出東3-9-12,1981,,45,38百万円,https://www.shigehara.co.jp/,,
2024-07-01,株式会社ライトボーイ,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容：・投光機事業部…動式投光機「ライトボーイ」の設計、製造・交通安全施設事業部…道路区画線工事、樹脂滑り止舗装工事,東京都府中市矢崎町1-39-1,1978,37.0,77,20百万円,http://www.light-boy.com/,,
2024-08-01,株式会社松田工業所,機械部品・金型メーカー,2,私たち松田工業所グループは、国内５社、タイ国１社、計６社によって構成されています。事業展開の中心となっているのは、(株)松田工業所（東京都西多摩郡瑞穂町）で、いわばグループの指令塔です。ここでは、グループとしての各種方針が決定されるとともに、金融機能を担っております。また、この(株)松田工業所に併設して(株)松栄があります。ここでは、プラスティック製品成形加工・金属製品プレス加工・金型設計製作から組立まで一貫したシステムで各種部品の製作を行っております。,東京都西多摩郡瑞穂町箱根ケ崎東松原11-2,1930,45.0,20,100百万円,http://www.matsuda-grp.com/,,
2024-07-01,株式会社不二鉄工所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容：同社は、フィルム製造・加工・流通に必要な巻取機、スリッター（裁断巻替機）、ロール自動包装機の開発・製造・販売等を行っています。,大阪府交野市星田北5-51-5,1961,43.0,137,100百万円,https://www.fujitekko.co.jp/,,
2024-06-01,株式会社石山製作所,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,～顧客リピート率も高い一品一様の製品に優れ、大手スマートフォンメーカー等との取引有り～■事業内容： ・電子部品、半導体及び液晶関連製造装置の開発、 製造、販売・各種自動省力化機器の開発、製造、販売・各種専用治具の開発、製造、販売・各種精密部品の製作、販売・上記製品に関する輸出入販売 ■社風について：少数精鋭で事業を行っています。実力主義で、年齢に関わらず実力とやる気で昇給・昇進が可能な環境です。また、現在、社内の若手・中堅層の底上げをはかり、組織の若返りをしようとしています。,大阪府交野市幾野6-38-1,1979,46.0,50,60百万円,https://www.ishiyama.co.jp/,,
2024-08-01,株式会社トビタ,受託加工業（各種加工・表面処理）,2,■食品搬送ベルト加工業,東京都北区王子4-23-13,1960,,12,3000万円,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010903726/-tab__jd/: 'NoneType' object has no attribute 'get',,代表取締役 飛田 秀隆
2024-08-01,株式会社東洋ボデー,自動車部品メーカー,4,■事業内容：トラックの荷台を設計開発、製造、販売している企業です。・トラック用リヤーボディーの設計開発、製造、販売 ・航空機タイヤ、ブレーキ交換専用作業車の設計開発、製造・カチオン電着塗装～メタリック塗装 受注から製造まで、全工程個別生産方式に対応し、情報の一元化をはかり、CIM構想を実現しています。■開発製品：木製平ボデー、ウイング車、アルミゲート、クレーン車、サイドスライドバン、4ナンバーサイドスライドバン、ベンディングカー,東京都武蔵村山市伊奈平2-42-1,1956,42.5,117,48百万円,http://www.toyobody.co.jp/,,
2024-07-01,株式会社富士機工,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,"■企業概要：当社は金属加工機械の総合メーカーとして1973年から事業を展開しております。あらゆる産業分野の加工ニーズに対応した300種を超える商品群を構え、お客様の課題を解決してまいりました。お取引先は国内外問わず、約10,000社ほどございます。世界でも類をみない独特かつ画期的な油圧プレス機、パンチングプレス機、バリ取り機等は他にはない当社の代表する製品であり、非常に注目度の高い製品です。",東京都武蔵村山市伊奈平2-92-3,1973,,53,50百万円,https://www.fuji-kiko.co.jp/,,
2024-07-01,株式会社榑林製作所,計測機器・光学機器・精密機器・分析機器メーカー,1,■事業内容： ＜医療関連機器部品への精密金属加工＞高精度を要求される、内視鏡部品を始め各種医療関連機器部品への金属加工のニーズに、正確且つ迅速に対応しております。また、【5軸MC加工】【4軸MC加工】【NC旋盤加工】を中心とした【金属加工】のみではなく、加工部品への【表面処理】、正確な部品・製品を納品するための各種【精密検査】、【組立】まで一貫した対応が可能です。＜各種精密機器部品への金属加工＞実績・経験ともに豊富な【医療関連機器部品】への高精度な金属加工の技術を、各種精密機器部品への金属加工に活かし、それらのニーズに対応しております。,東京都多摩市聖ヶ丘3-60-5,1948,,6,10百万円,https://www.tks-kure-ss.co.jp/,,
2024-06-01,株式会社進和工業,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：・製紙・紙工機械、設計、製作及び改造修理主に製紙機械のメンテナンスを手掛けております。微妙な調整が不可欠な機械ですので、当社の技術と経験が生かされます。また、それらの設計・製作・改造等も請け負っております。・重量物、機械運搬、組立、据付工事・一般製罐、各種配管,東京都北区赤羽北3-9-9,1971,48.0,30,10百万円,http://www.si-n-wa.com/,,
2024-08-01,ミタニ　マイクロニクス株式会社,電子部品メーカー,2,■魅力：同社は、「フォトマスク」「スクリーンマスク」「メタルマスク」の3つのマスクが製作できます。創業以来、ファインラインを追求し続け、研究・開発によって蓄積したノウハウによって、他社とは違う高品質で安定性の高いマスク製品を提供します。また、様々な種類を取り扱っていますので、あらゆるニーズに答えることができます。,東京都多摩市永山6-24-1,1964,,114,100百万円,http://www.mitani-micro.co.jp/,,
2024-08-01,株式会社ワイ・デー・ケー,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容：・半導体製造装置、FPD製造装置、産業用設備の設計開発、製造、修理・伝送／通信装置、ネットワーク機器、IoT機器の設計開発、製造・ネットワークシステムの設計・構築・精密機械部品の切削加工,東京都稲城市押立1705,1952,44.5,637,100百万円,https://ydkinc.co.jp/,,
2024-06-01,マブチモーターオーケン株式会社,機械部品・金型メーカー,1,■事業内容：小型ポンプの開発/製造/販売を行っています。当社が販売するダイアフラム式ローリングポンプは当社が発明したモノであり、経験と実績に裏打ちされた品質と技術力により、国内外の大手医療機器・自動車・家電・OA機器メーカに採用頂いています。,東京都稲城市矢野口706,1975,,69,20百万円,http://www.okenseiko.com/,,
2024-07-01,三友セミコンエンジニアリング　株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,3,■事業内容： ⇒当社はコネクターやリードフレーム用の表面処理装置、半導体ウエハ用各種装置の設計・製作を行っております。エレクトロニクス技術進歩の中枢を担う電子回路の高集積化や実装技術の高密度化に欠かせない表面処理技術、その一役を担う表面処理プロセス（貴金属表面処理薬品・表面処理装置）を親会社のEEJA株式会社とともに設計から製作まで行います。,茨城県常総市坂手町字山神戸5842,1976,44.0,34,100百万円,https://www.mitomo-semicon-eng.co.jp/,,
2024-08-01,株式会社白崎製作所,半導体メーカー,1,昭和39年にベークライト、エポキシ樹脂の成型加工を始めて以来、エンジニアリング・プラスチックの加工全般の切削加工及び硬熱化性樹脂の成形を行ってきました。半導体製造メーカー向けの樹脂キャリアーは非常に高い性能を評価され、半導体のシリコンウエハで世界シェアNo.1の企業とNo.2の企業に採用されています。当社の主力商品はスマートフォン、ゲーム機、パソコン、カーナビなどの電子機器に搭載される「半導体」の製造に不可欠な「超精密研磨用治具（製作道具）」の製造及びプラスチック加工となります。,東京都葛飾区白鳥4-1-12,1957,,38,10百万円,http://www.shirasaki-mfg.co.jp/,,
2024-06-01,デンオン機器株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業概要：（1）ソルダリング・デソルダリングシステムツールの開発、製造販売（2）音響機器・電子機器の開発・設計・製造・販売・輸出入・設備の設計・施工設立55年以上、はんだ関連機器（リワークシステム、はんだ付け装置／はんだ除去器、プリヒーター等）等を展開しています。アメリカ／ヨーロッパ／アジア／オセアニア／アフリカに販売拠点を展開し、海外における販売ネットワークの強化に努め、世界市場のニーズに対応できる販売／サービスネットワークを保有しています。高品質で信頼される製品を提供しています。世界50ヶ国との取り引き実績を誇るグローバルカンパニーです。,東京都練馬区関町東1-26-10,1963,,14,33百万円,http://www.denondic.co.jp/jp/index.php,,
2024-06-01,京葉製鎖株式会社,自動車部品メーカー,1,■事業内容：チェーン製造■営業品目：タイヤチェーン（乗用車・商用車・トラック・バス・産業車両・建設車両・農業機械）、建築関連チェーン（吊チェーン・サポートピン）、林業関連チェーン、土木関連チェーン、船舶関連チェーン、これらに付属する金具類、各種シート・カバー類の製作,東京都葛飾区柴又3-12-20,1962,,20,30百万円,https://keiyoseisa.co.jp/,,
2024-07-01,株式会社マルカメイト,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,16,■事業内容：・各種大型機械加工、部品製作（マシニング/ターニング/旋盤）・各種工業用ロール製作（ゴム/メッキ）・各種産業用機械の設計、製作、設置、改造、オーバーホール■事業部門：機械加工・工業用ロール製造・製缶の各部門からなります。各産業機械部品、各種大型ロール、シャフト等の製造実績があります。協力工場とも提携しており、小ロット・量産品から短納期等あらゆる加工に対応しています。,東京都江戸川区松江5-27-18,1965,,32,12百万円,https://www.marukamate.com/,,
2024-06-01,ユニット産業株式会社,機械部品・金型メーカー,2,当社は、ワイヤーハーネスの加工・製造・販売を行う会社です。■取り扱い製品：▼アミューズメント機器用ワイヤーハーネス・プリント基板用ハーネス・ツイストハーネス・スイッチハーネス・アッセンブリーハーネス▼インフラ・産業用機器用ワイヤーハーネス・非常用電源ハーネス・非常電源用ハーネス・3Dセンサー用ハーネス■完成品：当社の製品は次のようなモノに使用されています。・アーケードゲーム機・パチンコ・スロット・鉄道関連機器・駐車場システム関連機器・自動販売機関連機器 等,東京都江戸川区東瑞江1-27-3,1969,,49,24百万円,https://www.unitsangyo.jp/,,
2024-06-01,株式会社吉田商会,機械部品・金型メーカー,1,■事業内容： 工作機械・工具及び伝導装置の販売工作機械の製造自動車金属部品の製造及び販売建築工事の請負、設計、施工及び監理古物営業法に基づく古物商その他造,東京都板橋区清水町46-5,1972,,32,20百万円,https://www.yoshida-shokai.co.jp,,
2024-07-01,ティエフオー株式会社,機械部品・金型メーカー,3,■事業内容： 鍛鋼部品・非鉄部品の開発・製造・販売。鉄とアルミ鍛造品で、社会とお客様のニーズに対応します。クランクシャフト、ハブ、アルミ鍛造品の専門メーカーとして、エンジン関係や足廻り部品を中心に、多くのお客様へ鍛造品を供給しております。ティエフオー株式会社のアルミ鍛造品、特にサスペンション部品は、車体重量の軽量化・燃費向上・リサイクルの容易性のメリットにより、採用の拡大が見込まれております。,東京都北区赤羽2-16-4,1939,,161,78百万円,http://www.tfo-corp.co.jp/,,
2024-08-01,株式会社オージ,自動車部品メーカー,2,■事業内容：・ワンマンバス用電装機器の自社開発設計、製造、販売,東京都北区神谷1-1-1,1955,45.0,60,30百万円,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社啓愛社,自動車部品メーカー,12,ＳＤＧｓの目標の一つである「つくる責任、つかう責任（廃棄物の発生を大幅に削減する）」に貢献すべく自動車部品の開発製造と資源リサイクルを柱に資源循環型社会の一翼を担い、私たちと一緒に地球環境保全にチャレンジしませんか。 ・創立90周年を迎えた1934年創業の歴史ある安定企業です。・金属を中心とする「資源リサイクル」、自動車部品の製造販売・関連事業を手掛ける自動車関連の総合企業です。・取引先は大手自動車メーカー、大手鉄鋼電炉会社等、リサイクル業界で全国展開する数少ない企業です。,東京都千代田区神田須田町1-5-10,1934,46.3,620,"1,905百万円",https://www.keiaisha.co.jp/,,
2024-07-01,サイタ工業株式会社,建設機械・その他輸送機器メーカー,1,■事業内容： エレベーターの開発、販売、設計、製作、工事、保守、修理■営業品目：サイタ荷物用エレベーター／日立エレベーター／日立小荷物専用昇降機／サイタ小荷物専用昇降機／日立エスカレーター／三菱日立ホームエレベーター／自動搬送システム／日立ビル管理システム,東京都北区滝野川5-5-3,1948,,315,282百万円,https://www.saita.co.jp/,,
2024-07-01,株式会社橋本製作所,受託加工業（各種加工・表面処理）,1,■事業内容：材料(金属)に力を加えて、切断・打抜き・穴あけ、曲げ加工、絞り加工を行うプレス加工と、板状(金属)の材料に力を加えて変形させ、所定の形状寸法の製品をつくる板金加工で建築用部材、住宅関連の内・外装部材、自動車部品といった金属加工の企画・提案、設計から量産化までを行います。・板金加工・プレス加工・金型設計・製作,東京都江戸川区北葛西1-24-13,1956,,60,30百万円,https://hashimoto-kk.co.jp/,,
2024-07-01,株式会社吉増製作所,機械部品・金型メーカー,3,■事業内容：同社は、特殊超合金を材料とした航空機ジェットエンジン部品を製造するメーカーとなります。同社では、プレス加工を主体とする塑性加工を駆使した精密板金加工を基盤技術として、レーザ加工･ワイヤ放電カット・溶接・熱処理・非破壊検査等の特殊工程を含む、 単品加工からサブアッセンブリーまでの一貫生産を行うことができます。,東京都あきる野市二宮東3-6-14,1960,40.0,83,20百万円,https://www.yoshimasu.com/,,
2024-08-01,伊達機械株式会社,受託加工業（各種加工・表面処理）,10,■事業内容： 当社は、昭和10年創業の老舗の工場設備自動化メーカーです。主にプレス周辺機械を取り扱い、顧客のご要望に合わせてカスタマイズした機械を製造し販売しております。当社でプレス自動化・省力機器装置の設計から製造・販売まですべての工程を行っています。,埼玉県さいたま市岩槻区裏慈恩寺367-1,1935,45.0,35,32百万円,http://www.datemachine.co.jp/index.html,,
2024-07-01,株式会社東京理工舎,電子部品メーカー,2,■事業内容： 工場や病院等の設備に電力を安定供給するための電気機械器具を製造販売しています。自社ブランドを持ち、低圧から高圧まで対応し得る技術で、日本・東南アジア他ヘ事業展開しています。,埼玉県さいたま市桜区栄和1-4-30,1962,,24,47百万円,http://www.tokyorikosha.co.jp,,
2024-08-01,タカハタプレシジョン株式会社,計測機器・光学機器・精密機器・分析機器メーカー,4,■事業内容：世界に12 の開発・生産拠点を有するグローバルカンパニーとして、主にエンジニアリングプラスチックにおける製品開発から組立・評価まで一貫生産体制を確立しています。,東京都新宿区西新宿3-9-12西新宿ダイヤモンドビル9F,1984,44.0,65,99百万円,http://www.takahata.biz/jp/,,
2024-08-01,二幸電気工業株式会社,電子部品メーカー,6,■事業概要：ＣＡＴＶ等通信業界向け（衛星放送・有線放送・インターネット等）高周波同軸コネクタ、受動機器類の製造・販売、光通信用の関連部材の販売を行っています。,東京都台東区台東3-43-10-901,1962,55.0,27,32百万円,http://www.nikodenki.co.jp/index.html,,
2024-07-01,富士機械工販株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,■概要：「富士機械工業」の100％子会社として、日本全国をエリアとする、アフターサービス、メンテナンス業務を行っています。開発から設計、製造までフルオーダーで行い、その製品は産業、医療、一般包材など多岐に渡る分野で活躍しています。同社の親会社である「富士機械工業」は創業1951年の印刷機械を製造・販売を行う業界トップメーカーです。,東京都葛飾区白鳥3-7-10,1975,,22,30百万円,https://www.fujikikaikogyo.com/company/fujikikaikohan/,,
2024-07-01,株式会社河村機械工業所,受託加工業（各種加工・表面処理）,1,■事業概要：プレス加工、中古機械修理・販売,東京都板橋区清水町2-4,1951,44.0,49,64百万円,http://www.kawamura-kikai.co.jp/,,
2024-08-01,アルファー・ダイヤモンド工業株式会社,その他,求人なし,,東京都足立区新田3-21-4,1983,,,12 百万円,"Failed to retrieve page, status code: 410",,代表取締役 加藤 博幸
2024-08-01,株式会社オートアベニュー,自動車（四輪・二輪）メーカー,1,■事業内容： 自動車新車・中古車販売 / 法人・個人向けカーリース メンテナンスサービス / 自動車整備、民間車検場（国土交通省指定関東指１-２５８７） 業務用三輪バイク リース・販売・レンタル 付帯メンテナンスサービス一式 損害保険代理店業務,東京都西東京市田無町7-18-8,1985,,20,10百万円,http://www.auto-avenue.co.jp/about/,,
2024-06-01,電子磁気工業株式会社,計測機器・光学機器・精密機器・分析機器メーカー,2,～磁気を用いた非破壊検査装置、着磁・脱磁装置、計測装置を手がけ、日本のモノづくりを支える優良企業～創業以来「磁気」を用いた様々な商品を開発しています。「非破壊検査機器」「着磁関連機器」「磁気計測機器」などの幅広い同社の製品は、安心・安全を第一とする自動車・航空機産業を始めとした各方面から高い評価を得ています。近年は、磁気以外の商品開発にも取り組んでおり、さらなる効率化を実現した「焼入れ深度計」「ナゲット検査器」などの商品を市場に送り出しています。,東京都北区浮間5-6-20,1957,39.0,80,36百万円,http://www.emic-jp.com/,,
2024-08-01,株式会社滝口製作所,機械部品・金型メーカー,2,■企業概要：製品設計から金型設計、作成までを長きに渡り築き上げたネットワークの中で選定、依頼し当社で成形加工、組立加工その他二次加工、完成品まで顧客のニーズに合わせた生産体制を築いております。創業約80年間、プラスチック成形品の製造技術を根幹とし実績と信頼から、様々なお客様に製品を提供しております。■企業特徴：株式会社SHOEI、株式会社レゾナックなど大手企業と取引を実現しております。取扱製品は様々であり、ヘルメット関連付属部品やICトレーなど、お取引先のニーズに幅広くお答えしております。長年の実績から、幅広い製品をお客様に展開しており、堅実的な経営を実現しております。,東京都荒川区荒川5-11-15クオーレ東館206,1942,,50,13百万円,http://takiguchi-ss.co.jp/index.html,,
2024-06-01,大洋エヌピーエス株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,オルガノ(株)の1次代理店として様々な業界が必要とする、きれいな水を提供。幅広いお客様・用途に使用され水と向き合いながら、総合的な水処理を提案営業や、メンテナンスサービス事業を展開しています。また、圧縮空気中の分を除湿するエアードライヤーの設計・製造ををがける産業業装置メーカーとして販売からメンテナンスも行っています。,東京都荒川区西尾久7-40-12,1978,40.0,24,30百万円,http://www.taiyo-nps.co.jp/,,
2024-08-01,日立オートサービス株式会社,受託加工業（各種加工・表面処理）,2,■自動車整備・車検・修理・鈑金及び塗装・販売、保険代理,東京都足立区綾瀬6-11-18,1960,,18,"1,000万円",https://www.hitachi-gr.com/auto,,代表取締役社長 佐藤 静子
